Metric Name,OID,Description,Interface Type,Admin Status,Oper Status,Inbound Octets,Outbound Octets,Inbound Errors,Outbound Errors
ifMetric_ecab4159,1.3.6.1.2.1.65.82,High-capacity counter for inbound traffic,ATM,Testing,Down,819526527,645602988,83,233
ifMetric_b8aa06af,1.3.6.1.2.1.37.30,MAC address of interface,Ethernet,Down,Up,770618908,941784887,423,142
ifMetric_afa5b7d6,1.3.6.1.2.1.6.57,Operational status of interface,WiFi,Testing,Up,822040876,108398723,925,223
ifMetric_43e7318b,1.3.6.1.2.1.29.1,Counter for outbound errors,Loopback,Up,Down,969429271,630508798,497,58
ifMetric_accb4181,1.3.6.1.2.1.78.39,Counter for outbound errors,Loopback,Up,Down,864830004,457657782,193,322
ifMetric_70d5ef24,1.3.6.1.2.1.15.6,High-capacity counter for inbound traffic,Loopback,Testing,Up,791996014,728845884,67,359
ifMetric_3f74af35,1.3.6.1.2.1.59.11,Operational status of interface,Ethernet,Down,Unknown,402742373,951851007,864,249
ifMetric_943bcc18,1.3.6.1.2.1.37.66,Inbound traffic errors,PPP,Up,Unknown,902392958,261342360,671,515
ifMetric_b59c3a30,1.3.6.1.2.1.10.94,Counter for outbound errors,Ethernet,Down,Down,536887768,559257445,274,845
ifMetric_805eba1f,1.3.6.1.2.1.27.97,MAC address of interface,ATM,Down,Down,411134377,362524795,546,593
ifMetric_1e2c4d06,1.3.6.1.2.1.15.87,Operational status of interface,ATM,Up,Up,948118914,223693655,667,927
ifMetric_e85c0844,1.3.6.1.2.1.91.72,High-capacity counter for inbound traffic,ATM,Testing,Up,952163461,859987619,194,602
ifMetric_57eb755d,1.3.6.1.2.1.19.96,MAC address of interface,ATM,Up,Down,993613381,890624100,240,911
ifMetric_654e309d,1.3.6.1.2.1.85.66,Inbound traffic errors,Loopback,Down,Down,439341285,356343256,734,58
ifMetric_1f9f8033,1.3.6.1.2.1.40.22,Administrative status of interface,WiFi,Up,Up,90564804,37116344,680,767
ifMetric_138f4927,1.3.6.1.2.1.29.29,Operational status of interface,PPP,Testing,Down,332903181,628748478,605,399
ifMetric_87804eed,1.3.6.1.2.1.71.57,High-capacity counter for inbound traffic,Loopback,Testing,Unknown,642846768,34750201,297,658
ifMetric_3aff1af0,1.3.6.1.2.1.78.71,Counter for outbound errors,Ethernet,Down,Unknown,715278393,563078010,581,301
ifMetric_c47cdfb0,1.3.6.1.2.1.78.91,MAC address of interface,Loopback,Up,Unknown,523943250,453383683,446,860
ifMetric_534eb664,1.3.6.1.2.1.86.90,MAC address of interface,Ethernet,Testing,Up,665069414,961922930,411,688
ifMetric_47053699,1.3.6.1.2.1.38.90,Counter for outbound errors,Ethernet,Down,Unknown,439889860,177611426,413,318
ifMetric_d42f2ba8,1.3.6.1.2.1.86.41,High-capacity counter for inbound traffic,WiFi,Testing,Up,265122994,343996039,253,933
ifMetric_a5d727e8,1.3.6.1.2.1.56.99,Counter for outbound errors,WiFi,Down,Down,942389505,332100997,720,424
ifMetric_9441b054,1.3.6.1.2.1.14.9,Administrative status of interface,Ethernet,Up,Unknown,995942122,399827787,242,273
ifMetric_906fb728,1.3.6.1.2.1.5.99,Administrative status of interface,Ethernet,Down,Unknown,571170222,555283359,140,640
ifMetric_f02cf4dc,1.3.6.1.2.1.96.66,Operational status of interface,Loopback,Up,Unknown,572010000,277785147,786,583
ifMetric_567073b4,1.3.6.1.2.1.52.9,Operational status of interface,ATM,Down,Up,533233102,68719511,811,495
ifMetric_ea52784a,1.3.6.1.2.1.90.83,Inbound traffic errors,PPP,Up,Up,257866885,897227946,937,397
ifMetric_355c47b1,1.3.6.1.2.1.63.65,Counter for outbound errors,PPP,Up,Up,807538071,58700712,240,767
ifMetric_d70583a3,1.3.6.1.2.1.50.59,High-capacity counter for inbound traffic,Ethernet,Testing,Down,808116440,615547762,672,72
ifMetric_dffd7839,1.3.6.1.2.1.81.60,High-capacity counter for inbound traffic,Ethernet,Down,Up,459972034,741342678,739,764
ifMetric_0189dee5,1.3.6.1.2.1.10.69,MAC address of interface,ATM,Down,Unknown,745197486,120003954,347,245
ifMetric_fdeeeec0,1.3.6.1.2.1.26.83,High-capacity counter for inbound traffic,PPP,Testing,Down,415069867,962126936,378,22
ifMetric_570a8b50,1.3.6.1.2.1.24.37,Inbound traffic errors,Loopback,Down,Unknown,307481545,630855794,48,58
ifMetric_6d0be030,1.3.6.1.2.1.7.67,Administrative status of interface,PPP,Testing,Unknown,294273469,662064447,546,168
ifMetric_488a735e,1.3.6.1.2.1.2.41,Operational status of interface,WiFi,Up,Up,486105622,288366813,199,816
ifMetric_eddfefaa,1.3.6.1.2.1.59.30,High-capacity counter for inbound traffic,Loopback,Testing,Unknown,258765962,900207677,72,433
ifMetric_343a4c52,1.3.6.1.2.1.52.95,Counter for outbound errors,WiFi,Testing,Unknown,574385764,556411750,926,464
ifMetric_cf20d3d2,1.3.6.1.2.1.39.19,Operational status of interface,PPP,Down,Up,509826596,78111955,544,735
ifMetric_a4ff7dcd,1.3.6.1.2.1.30.55,Inbound traffic errors,PPP,Testing,Unknown,107420905,406001259,893,418
ifMetric_25dcab26,1.3.6.1.2.1.65.27,Inbound traffic errors,PPP,Testing,Down,635530033,80076540,274,647
ifMetric_e54a4955,1.3.6.1.2.1.51.40,Operational status of interface,ATM,Up,Down,439294997,96732042,601,706
ifMetric_7b4d2b54,1.3.6.1.2.1.33.2,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,287192162,827840612,232,744
ifMetric_a4c1a34d,1.3.6.1.2.1.88.65,Administrative status of interface,Ethernet,Up,Up,161728319,750780083,939,570
ifMetric_8aa29d22,1.3.6.1.2.1.24.83,Counter for outbound errors,ATM,Down,Unknown,226082397,10972985,787,507
ifMetric_d52ce748,1.3.6.1.2.1.84.14,Inbound traffic errors,Ethernet,Down,Down,591577983,824493517,824,479
ifMetric_3bd3e449,1.3.6.1.2.1.100.60,Inbound traffic errors,WiFi,Testing,Unknown,963550815,706586426,812,149
ifMetric_8afcf658,1.3.6.1.2.1.70.53,MAC address of interface,PPP,Testing,Down,767545217,367959827,334,497
ifMetric_f1ad8b5b,1.3.6.1.2.1.42.46,MAC address of interface,PPP,Up,Down,653343828,708908925,191,711
ifMetric_c7c1d0fe,1.3.6.1.2.1.74.8,Inbound traffic errors,ATM,Testing,Down,224442254,321077849,368,582
ifMetric_4267474c,1.3.6.1.2.1.72.30,MAC address of interface,Loopback,Up,Unknown,921122134,142154789,223,52
ifMetric_cd736ec7,1.3.6.1.2.1.90.99,Counter for outbound errors,PPP,Up,Up,491670962,448380867,943,145
ifMetric_b8db0388,1.3.6.1.2.1.59.82,Inbound traffic errors,Ethernet,Testing,Unknown,961343675,859950229,764,207
ifMetric_82506760,1.3.6.1.2.1.19.39,Counter for outbound errors,Ethernet,Down,Unknown,339836085,454871393,639,201
ifMetric_ff97c44c,1.3.6.1.2.1.75.50,MAC address of interface,Ethernet,Testing,Down,154748657,28632637,228,103
ifMetric_4582a5af,1.3.6.1.2.1.62.85,MAC address of interface,Loopback,Up,Unknown,804746068,502343830,561,974
ifMetric_66cef2a3,1.3.6.1.2.1.68.42,Administrative status of interface,Ethernet,Testing,Down,485466501,8913236,324,541
ifMetric_d3d7153d,1.3.6.1.2.1.31.36,Counter for outbound errors,Loopback,Down,Unknown,711182285,852551961,208,136
ifMetric_f56d9a41,1.3.6.1.2.1.52.90,Counter for outbound errors,Loopback,Down,Down,202716185,874142852,529,407
ifMetric_2c1a2a7b,1.3.6.1.2.1.40.37,Operational status of interface,Loopback,Testing,Down,653281571,95590320,942,994
ifMetric_191ecb07,1.3.6.1.2.1.36.10,High-capacity counter for inbound traffic,Ethernet,Up,Unknown,502747363,96534890,553,700
ifMetric_ca28decb,1.3.6.1.2.1.57.44,Counter for outbound errors,Ethernet,Down,Unknown,838101326,554407733,313,510
ifMetric_6db88241,1.3.6.1.2.1.40.14,Operational status of interface,WiFi,Down,Up,152873384,345925947,382,358
ifMetric_474e1e4c,1.3.6.1.2.1.24.53,Counter for outbound errors,PPP,Down,Unknown,994982425,7302318,469,293
ifMetric_10205ad3,1.3.6.1.2.1.86.76,MAC address of interface,WiFi,Up,Unknown,931846251,925851472,505,888
ifMetric_92769f1e,1.3.6.1.2.1.45.88,Administrative status of interface,PPP,Testing,Down,438064972,550760603,473,132
ifMetric_7864e403,1.3.6.1.2.1.10.68,Operational status of interface,Loopback,Down,Up,251920253,41133140,717,583
ifMetric_5e6fe315,1.3.6.1.2.1.50.96,High-capacity counter for inbound traffic,Loopback,Testing,Up,833154450,12629464,996,469
ifMetric_e1ae22c9,1.3.6.1.2.1.41.63,Administrative status of interface,Ethernet,Down,Up,784036383,471928942,48,191
ifMetric_002feb51,1.3.6.1.2.1.4.2,Administrative status of interface,PPP,Testing,Unknown,984539788,35587856,416,200
ifMetric_57b5745a,1.3.6.1.2.1.15.95,Operational status of interface,WiFi,Down,Unknown,921287797,757339507,550,702
ifMetric_f8033912,1.3.6.1.2.1.61.70,Operational status of interface,WiFi,Testing,Unknown,878984460,198682284,345,513
ifMetric_4f2e8df4,1.3.6.1.2.1.98.67,Inbound traffic errors,ATM,Up,Unknown,380392562,943149166,760,979
ifMetric_fced9247,1.3.6.1.2.1.100.88,MAC address of interface,ATM,Down,Down,6810138,352458729,75,173
ifMetric_124eed3c,1.3.6.1.2.1.65.46,MAC address of interface,Ethernet,Up,Up,380903803,367125133,571,383
ifMetric_c08dd377,1.3.6.1.2.1.2.62,High-capacity counter for inbound traffic,WiFi,Up,Down,86605061,511055270,745,473
ifMetric_e1947431,1.3.6.1.2.1.60.30,Inbound traffic errors,ATM,Up,Down,675805481,494119825,285,393
ifMetric_5c510709,1.3.6.1.2.1.49.4,Counter for outbound errors,Loopback,Testing,Down,570189920,3682225,177,496
ifMetric_1381f42f,1.3.6.1.2.1.2.91,MAC address of interface,PPP,Down,Down,778426312,665053512,322,648
ifMetric_81986a39,1.3.6.1.2.1.7.18,Counter for outbound errors,Loopback,Testing,Down,661087956,607591419,456,735
ifMetric_ee0b8f1c,1.3.6.1.2.1.88.47,Inbound traffic errors,PPP,Up,Up,432556021,553546204,887,920
ifMetric_e71be895,1.3.6.1.2.1.29.46,Operational status of interface,Loopback,Up,Up,571634923,596411478,678,430
ifMetric_d6b45aca,1.3.6.1.2.1.36.64,Operational status of interface,PPP,Testing,Unknown,309962826,631806303,989,758
ifMetric_9305d1c0,1.3.6.1.2.1.92.65,MAC address of interface,Ethernet,Testing,Unknown,834740096,615863434,224,289
ifMetric_06969945,1.3.6.1.2.1.12.20,High-capacity counter for inbound traffic,ATM,Testing,Unknown,738458568,628150581,153,658
ifMetric_a3311115,1.3.6.1.2.1.65.94,Operational status of interface,Ethernet,Testing,Up,555327326,66403290,29,671
ifMetric_af2a7483,1.3.6.1.2.1.15.28,Administrative status of interface,WiFi,Down,Up,216927784,945696924,405,315
ifMetric_a059e7c8,1.3.6.1.2.1.55.54,Administrative status of interface,PPP,Down,Down,455235847,676083624,544,837
ifMetric_d98de238,1.3.6.1.2.1.96.21,Administrative status of interface,PPP,Down,Unknown,679671455,513155195,486,800
ifMetric_1d38d320,1.3.6.1.2.1.32.91,Inbound traffic errors,Loopback,Testing,Up,66594141,745211201,497,159
ifMetric_50910636,1.3.6.1.2.1.50.72,High-capacity counter for inbound traffic,PPP,Testing,Unknown,824835914,237437399,903,112
ifMetric_61a35db5,1.3.6.1.2.1.23.1,High-capacity counter for inbound traffic,Loopback,Testing,Up,584973729,639747245,574,446
ifMetric_fe801692,1.3.6.1.2.1.20.27,Inbound traffic errors,Ethernet,Up,Up,865824503,525004006,265,764
ifMetric_9927e071,1.3.6.1.2.1.27.57,Operational status of interface,PPP,Up,Up,880270248,856555393,75,647
ifMetric_35a2cc12,1.3.6.1.2.1.24.42,Operational status of interface,WiFi,Down,Up,805941708,848722509,548,226
ifMetric_362e4a34,1.3.6.1.2.1.95.45,Operational status of interface,WiFi,Down,Unknown,922948704,463746696,528,814
ifMetric_8fd09995,1.3.6.1.2.1.82.31,Counter for outbound errors,WiFi,Up,Up,139825840,203605673,717,629
ifMetric_139a5311,1.3.6.1.2.1.61.35,Counter for outbound errors,Ethernet,Down,Unknown,406608611,926933502,639,70
ifMetric_d4839c76,1.3.6.1.2.1.73.28,Administrative status of interface,Loopback,Up,Down,66372244,261867563,174,632
ifMetric_810a0e91,1.3.6.1.2.1.8.4,MAC address of interface,Loopback,Down,Unknown,346855005,570448196,387,369
ifMetric_54f50535,1.3.6.1.2.1.55.24,Operational status of interface,Loopback,Down,Down,246224665,116112295,384,783
ifMetric_176a5ad6,1.3.6.1.2.1.40.16,Counter for outbound errors,Loopback,Down,Up,558620280,494177815,827,844
ifMetric_fbedd465,1.3.6.1.2.1.24.27,High-capacity counter for inbound traffic,WiFi,Testing,Up,500164320,494458098,375,800
ifMetric_2abe6de9,1.3.6.1.2.1.70.66,Administrative status of interface,ATM,Down,Unknown,555984781,129312903,242,15
ifMetric_c09372da,1.3.6.1.2.1.76.28,High-capacity counter for inbound traffic,PPP,Down,Down,546461613,595305282,909,773
ifMetric_2c538679,1.3.6.1.2.1.78.75,Inbound traffic errors,WiFi,Down,Up,910838824,596031409,456,900
ifMetric_acd2d3f5,1.3.6.1.2.1.57.84,High-capacity counter for inbound traffic,Loopback,Testing,Unknown,867832885,583695059,690,672
ifMetric_15e80cad,1.3.6.1.2.1.53.61,High-capacity counter for inbound traffic,Ethernet,Testing,Up,603954201,629633340,213,7
ifMetric_5cf36ecb,1.3.6.1.2.1.54.17,Operational status of interface,Loopback,Testing,Up,426173243,469086187,929,839
ifMetric_d3f004cc,1.3.6.1.2.1.69.3,Inbound traffic errors,Loopback,Up,Down,929218703,220681544,847,225
ifMetric_ba818bd1,1.3.6.1.2.1.31.75,MAC address of interface,WiFi,Down,Unknown,439109163,306866807,381,892
ifMetric_7d300aa3,1.3.6.1.2.1.18.87,High-capacity counter for inbound traffic,Loopback,Up,Unknown,307276420,228427664,533,90
ifMetric_cc647c32,1.3.6.1.2.1.59.44,High-capacity counter for inbound traffic,WiFi,Testing,Unknown,914878712,807118682,398,671
ifMetric_b9a37db8,1.3.6.1.2.1.68.81,MAC address of interface,ATM,Testing,Up,318361786,374644586,299,372
ifMetric_22ef1713,1.3.6.1.2.1.7.4,Inbound traffic errors,Ethernet,Up,Down,318825022,376067403,418,325
ifMetric_3848bf72,1.3.6.1.2.1.26.35,Administrative status of interface,WiFi,Up,Down,254476735,739980476,774,135
ifMetric_c412d55a,1.3.6.1.2.1.56.93,MAC address of interface,Ethernet,Down,Down,417870409,45244863,830,249
ifMetric_c70bce29,1.3.6.1.2.1.44.80,Operational status of interface,ATM,Up,Up,690268500,572039033,639,736
ifMetric_07c201c2,1.3.6.1.2.1.74.34,MAC address of interface,PPP,Up,Unknown,35695306,578557946,962,95
ifMetric_a02126b4,1.3.6.1.2.1.97.60,MAC address of interface,ATM,Down,Down,103712261,115858049,952,231
ifMetric_9c196639,1.3.6.1.2.1.56.40,Inbound traffic errors,Ethernet,Up,Down,482518605,311991583,864,415
ifMetric_e3d4cdae,1.3.6.1.2.1.66.37,Operational status of interface,ATM,Down,Up,292190501,580606464,614,273
ifMetric_b7607573,1.3.6.1.2.1.36.64,High-capacity counter for inbound traffic,PPP,Testing,Up,570801749,624132451,389,912
ifMetric_b1e6cb7f,1.3.6.1.2.1.20.69,High-capacity counter for inbound traffic,PPP,Down,Up,576368228,861119605,967,775
ifMetric_156a6940,1.3.6.1.2.1.7.91,Operational status of interface,WiFi,Testing,Up,992329943,485571467,451,483
ifMetric_5eabbd3a,1.3.6.1.2.1.94.20,Operational status of interface,ATM,Testing,Up,277008950,721773604,649,75
ifMetric_346faff2,1.3.6.1.2.1.40.68,Operational status of interface,Loopback,Testing,Unknown,908294421,186454520,940,316
ifMetric_357399ed,1.3.6.1.2.1.69.60,Operational status of interface,WiFi,Down,Up,482273998,463914076,332,30
ifMetric_b4a21a08,1.3.6.1.2.1.11.61,MAC address of interface,ATM,Down,Unknown,780421049,531559644,183,200
ifMetric_cfb74c36,1.3.6.1.2.1.55.54,Operational status of interface,Loopback,Up,Down,868475196,962982943,612,988
ifMetric_1065ef28,1.3.6.1.2.1.35.98,High-capacity counter for inbound traffic,Loopback,Up,Down,427959317,5595195,229,515
ifMetric_763e83e2,1.3.6.1.2.1.52.17,High-capacity counter for inbound traffic,WiFi,Up,Unknown,810025796,394585291,353,948
ifMetric_7610d04f,1.3.6.1.2.1.94.94,Counter for outbound errors,Loopback,Testing,Unknown,323849096,844864305,352,54
ifMetric_05e4e50f,1.3.6.1.2.1.66.91,Administrative status of interface,ATM,Up,Down,878782274,129401461,928,206
ifMetric_58ec998d,1.3.6.1.2.1.32.98,Counter for outbound errors,WiFi,Up,Unknown,772558871,351544547,548,344
ifMetric_502e1b25,1.3.6.1.2.1.80.38,High-capacity counter for inbound traffic,PPP,Testing,Down,50417441,491661497,941,941
ifMetric_6ddc5764,1.3.6.1.2.1.96.82,High-capacity counter for inbound traffic,ATM,Down,Unknown,96581708,486807906,296,983
ifMetric_5cefe702,1.3.6.1.2.1.54.58,Operational status of interface,Ethernet,Down,Up,809827766,390464759,390,6
ifMetric_c6cc73ab,1.3.6.1.2.1.73.2,Inbound traffic errors,Loopback,Up,Unknown,418453636,920950599,499,153
ifMetric_5d427564,1.3.6.1.2.1.30.2,High-capacity counter for inbound traffic,PPP,Testing,Down,695201518,696235421,832,905
ifMetric_7ba51d51,1.3.6.1.2.1.20.33,High-capacity counter for inbound traffic,Loopback,Testing,Down,94321260,664339596,191,80
ifMetric_24358aeb,1.3.6.1.2.1.98.27,Inbound traffic errors,PPP,Down,Unknown,486050284,516794274,894,156
ifMetric_7c61d0ce,1.3.6.1.2.1.4.20,Inbound traffic errors,Loopback,Down,Unknown,80912888,29237091,413,334
ifMetric_84425496,1.3.6.1.2.1.80.12,Counter for outbound errors,PPP,Down,Unknown,822367472,884284728,343,960
ifMetric_e7f2ae33,1.3.6.1.2.1.46.90,Counter for outbound errors,ATM,Down,Unknown,918255831,581087775,340,821
ifMetric_030523be,1.3.6.1.2.1.90.8,Administrative status of interface,PPP,Up,Unknown,481919078,756266620,656,222
ifMetric_c51b8c59,1.3.6.1.2.1.38.84,High-capacity counter for inbound traffic,ATM,Down,Down,480714874,894703583,668,130
ifMetric_3e83e77f,1.3.6.1.2.1.55.47,MAC address of interface,ATM,Up,Up,402816524,488411548,912,44
ifMetric_ab0d9202,1.3.6.1.2.1.17.72,MAC address of interface,Loopback,Testing,Up,678256605,893422720,726,764
ifMetric_637a0d20,1.3.6.1.2.1.51.83,Operational status of interface,WiFi,Down,Up,889916238,55035914,588,308
ifMetric_f83b2e23,1.3.6.1.2.1.78.16,High-capacity counter for inbound traffic,PPP,Up,Unknown,936099485,630070793,907,937
ifMetric_532090b3,1.3.6.1.2.1.14.57,Inbound traffic errors,ATM,Up,Unknown,37892996,578388391,167,688
ifMetric_c91bfbf9,1.3.6.1.2.1.67.100,Inbound traffic errors,Loopback,Up,Up,150981651,659560087,238,446
ifMetric_b24030d9,1.3.6.1.2.1.51.11,Administrative status of interface,Loopback,Down,Down,15514042,4339600,689,563
ifMetric_0f5b0dd7,1.3.6.1.2.1.32.16,Inbound traffic errors,Ethernet,Up,Up,597453284,157001769,647,376
ifMetric_0a4f1567,1.3.6.1.2.1.74.12,MAC address of interface,Loopback,Up,Up,865498565,174154158,189,385
ifMetric_f16d0d84,1.3.6.1.2.1.36.25,Counter for outbound errors,Loopback,Up,Down,685758688,435985690,518,658
ifMetric_0ad0a70c,1.3.6.1.2.1.36.21,Operational status of interface,WiFi,Testing,Unknown,172134726,884130328,161,992
ifMetric_716e6ea5,1.3.6.1.2.1.84.48,Counter for outbound errors,ATM,Down,Down,691165642,615014110,292,41
ifMetric_f0a4c0fd,1.3.6.1.2.1.55.57,Counter for outbound errors,PPP,Down,Down,778097031,457204706,312,470
ifMetric_3792b678,1.3.6.1.2.1.54.91,High-capacity counter for inbound traffic,Ethernet,Testing,Unknown,648899329,281034354,11,603
ifMetric_abc81101,1.3.6.1.2.1.11.55,Administrative status of interface,Loopback,Testing,Unknown,297212217,177057023,713,657
ifMetric_20ea842f,1.3.6.1.2.1.79.52,Administrative status of interface,Loopback,Down,Down,731853024,922636255,863,692
ifMetric_bbeaa486,1.3.6.1.2.1.9.98,Counter for outbound errors,ATM,Up,Unknown,511133044,729741904,334,498
ifMetric_a6b49d33,1.3.6.1.2.1.67.45,Counter for outbound errors,Ethernet,Down,Unknown,108924068,619547303,582,753
ifMetric_f0c40019,1.3.6.1.2.1.86.66,Operational status of interface,WiFi,Testing,Down,700064022,200234990,309,339
ifMetric_4e9ec140,1.3.6.1.2.1.47.80,Administrative status of interface,Loopback,Testing,Unknown,191845629,903136224,290,894
ifMetric_4c04d915,1.3.6.1.2.1.15.24,Administrative status of interface,Loopback,Down,Up,593702343,435451705,586,319
ifMetric_fb214ee4,1.3.6.1.2.1.46.94,High-capacity counter for inbound traffic,PPP,Down,Up,104877273,767685718,715,544
ifMetric_9588eed8,1.3.6.1.2.1.53.48,Inbound traffic errors,PPP,Testing,Up,87851223,184674082,876,949
ifMetric_93cf1758,1.3.6.1.2.1.99.3,Inbound traffic errors,WiFi,Testing,Unknown,961710884,338366845,117,513
ifMetric_7e387607,1.3.6.1.2.1.78.10,MAC address of interface,Loopback,Testing,Down,323163400,243312292,274,262
ifMetric_e5139f57,1.3.6.1.2.1.71.100,Counter for outbound errors,Ethernet,Testing,Up,922155025,914067557,453,156
ifMetric_548e2cbd,1.3.6.1.2.1.65.47,Counter for outbound errors,PPP,Down,Unknown,233049739,644572900,394,589
ifMetric_35709d4c,1.3.6.1.2.1.53.70,MAC address of interface,ATM,Testing,Unknown,700030405,208405917,247,308
ifMetric_ee1b7840,1.3.6.1.2.1.32.89,Counter for outbound errors,ATM,Down,Unknown,60339935,3643088,531,286
ifMetric_6c6c6e04,1.3.6.1.2.1.44.20,Counter for outbound errors,ATM,Testing,Unknown,319160619,399167954,771,65
ifMetric_8993131c,1.3.6.1.2.1.29.24,Administrative status of interface,Ethernet,Testing,Unknown,774570284,632269568,909,332
ifMetric_51550255,1.3.6.1.2.1.62.10,Operational status of interface,WiFi,Testing,Unknown,644532969,864547785,183,879
ifMetric_464605dc,1.3.6.1.2.1.16.16,MAC address of interface,Loopback,Up,Unknown,375764035,565062895,763,722
ifMetric_5b5f5067,1.3.6.1.2.1.17.89,Counter for outbound errors,Ethernet,Testing,Down,94285856,887981699,329,225
ifMetric_7a1e6bca,1.3.6.1.2.1.33.45,High-capacity counter for inbound traffic,Loopback,Up,Up,527359906,931183157,157,403
ifMetric_b76fe778,1.3.6.1.2.1.98.65,Operational status of interface,Loopback,Down,Down,15859248,544901294,61,893
ifMetric_a003465a,1.3.6.1.2.1.25.65,Administrative status of interface,PPP,Up,Up,471163274,993258646,906,89
ifMetric_774b217d,1.3.6.1.2.1.10.53,Inbound traffic errors,Ethernet,Up,Up,859237688,85608682,377,881
ifMetric_e21cf0ef,1.3.6.1.2.1.10.33,Inbound traffic errors,PPP,Testing,Up,548876451,668828034,139,590
ifMetric_0cf20697,1.3.6.1.2.1.44.44,High-capacity counter for inbound traffic,Ethernet,Up,Unknown,601158784,156762388,93,49
ifMetric_1fa6ed78,1.3.6.1.2.1.6.64,Counter for outbound errors,WiFi,Up,Down,326510991,682605122,408,615
ifMetric_91fd48fb,1.3.6.1.2.1.35.92,Operational status of interface,Loopback,Up,Up,539202654,609306779,919,117
ifMetric_98ba1189,1.3.6.1.2.1.71.6,Operational status of interface,ATM,Testing,Down,529725521,838040959,206,733
ifMetric_c437cf20,1.3.6.1.2.1.42.23,Administrative status of interface,Loopback,Testing,Down,128413244,177072692,481,685
ifMetric_813a6574,1.3.6.1.2.1.17.99,High-capacity counter for inbound traffic,Ethernet,Up,Unknown,890819480,83222718,777,560
ifMetric_cee0865b,1.3.6.1.2.1.44.93,Inbound traffic errors,ATM,Up,Up,212842174,911849669,396,287
ifMetric_1ae14f77,1.3.6.1.2.1.68.52,High-capacity counter for inbound traffic,Loopback,Up,Unknown,840382696,510913407,606,328
ifMetric_c52e3d85,1.3.6.1.2.1.93.31,Inbound traffic errors,Ethernet,Testing,Unknown,384855555,242993240,305,700
ifMetric_b9559b82,1.3.6.1.2.1.43.84,Operational status of interface,ATM,Testing,Up,831565311,290714090,662,647
ifMetric_da501126,1.3.6.1.2.1.84.60,Operational status of interface,Loopback,Testing,Up,410598996,816534069,665,114
ifMetric_dca49d08,1.3.6.1.2.1.54.10,High-capacity counter for inbound traffic,Loopback,Testing,Unknown,382620706,904636224,724,472
ifMetric_67924418,1.3.6.1.2.1.58.16,Operational status of interface,Ethernet,Down,Unknown,527971265,646653244,807,656
ifMetric_903828aa,1.3.6.1.2.1.5.84,Administrative status of interface,WiFi,Testing,Down,112869100,991034931,494,80
ifMetric_2a74d15d,1.3.6.1.2.1.39.39,Administrative status of interface,ATM,Down,Down,181964765,278295752,868,688
ifMetric_f751b922,1.3.6.1.2.1.17.11,Operational status of interface,WiFi,Up,Up,306671520,655455605,848,797
ifMetric_9d754636,1.3.6.1.2.1.19.98,MAC address of interface,WiFi,Down,Up,925362035,916388988,442,829
ifMetric_83792460,1.3.6.1.2.1.14.70,Inbound traffic errors,ATM,Up,Up,14865631,44325312,715,879
ifMetric_cd239571,1.3.6.1.2.1.70.30,MAC address of interface,ATM,Testing,Down,656674129,892072941,629,457
ifMetric_59c11cbd,1.3.6.1.2.1.63.35,Counter for outbound errors,Loopback,Up,Up,697673389,868698724,389,154
ifMetric_94224c01,1.3.6.1.2.1.39.55,Administrative status of interface,WiFi,Testing,Up,55353577,80502027,785,563
ifMetric_a34db0df,1.3.6.1.2.1.4.40,Operational status of interface,WiFi,Testing,Unknown,297218200,793285930,560,134
ifMetric_33251b87,1.3.6.1.2.1.55.64,Administrative status of interface,Ethernet,Down,Up,360237565,567146610,387,820
ifMetric_04228e21,1.3.6.1.2.1.49.61,High-capacity counter for inbound traffic,Ethernet,Up,Down,964003616,386924933,857,318
ifMetric_790f6b40,1.3.6.1.2.1.2.25,Administrative status of interface,Loopback,Testing,Unknown,346181870,917798401,888,908
ifMetric_58d90f8b,1.3.6.1.2.1.60.20,High-capacity counter for inbound traffic,ATM,Testing,Up,746374512,375227943,840,935
ifMetric_05ea6dec,1.3.6.1.2.1.5.65,High-capacity counter for inbound traffic,WiFi,Up,Unknown,472398164,568589314,39,226
ifMetric_c5851097,1.3.6.1.2.1.64.98,Operational status of interface,Loopback,Down,Up,871918545,219246353,752,801
ifMetric_925fe1ef,1.3.6.1.2.1.8.63,Inbound traffic errors,Ethernet,Up,Down,924277081,722609712,117,74
ifMetric_9592ffb4,1.3.6.1.2.1.13.19,High-capacity counter for inbound traffic,WiFi,Testing,Down,488413498,684395567,68,15
ifMetric_6e4e9ad7,1.3.6.1.2.1.35.46,Counter for outbound errors,Ethernet,Up,Up,728971142,299251980,925,570
ifMetric_8984f706,1.3.6.1.2.1.65.26,Inbound traffic errors,PPP,Down,Up,458785139,533699316,705,661
ifMetric_d1486ca6,1.3.6.1.2.1.27.93,Counter for outbound errors,Loopback,Down,Unknown,337095897,504199475,572,331
ifMetric_5f253d4f,1.3.6.1.2.1.69.74,Administrative status of interface,WiFi,Testing,Down,5641407,916355303,226,930
ifMetric_851cbd6f,1.3.6.1.2.1.29.93,High-capacity counter for inbound traffic,PPP,Up,Up,998551047,427292236,839,127
ifMetric_5af30af7,1.3.6.1.2.1.48.21,MAC address of interface,PPP,Down,Down,468602679,40762423,791,723
ifMetric_b024774b,1.3.6.1.2.1.23.72,MAC address of interface,ATM,Up,Down,166002108,581583765,671,461
